track_n,line,lyric,track_title,Title,Year
11,6,"A one way ticket, yeah",Day Tripper,Yesterday and Today,1966
11,7,It took me so long,Day Tripper,Yesterday and Today,1966
11,8,"To find out, and I found out",Day Tripper,Yesterday and Today,1966
11,9,She's a big teaser,Day Tripper,Yesterday and Today,1966
11,10,She took me half the way there,Day Tripper,Yesterday and Today,1966
11,18,Tried to please her,Day Tripper,Yesterday and Today,1966
11,19,She only played one night stands,Day Tripper,Yesterday and Today,1966
11,23,"A Sunday driver, yeah",Day Tripper,Yesterday and Today,1966
1,1,"Can't buy me love, love",Can't Buy Me Love,Hey Jude,1970
1,3,"I'll buy you a diamond ring, my friend",Can't Buy Me Love,Hey Jude,1970
1,4,If it makes you feel alright,Can't Buy Me Love,Hey Jude,1970
1,5,"I'll get you anything, my friend",Can't Buy Me Love,Hey Jude,1970
1,6,If it makes you feel alright,Can't Buy Me Love,Hey Jude,1970
1,7,'Cause I don't care too much for money,Can't Buy Me Love,Hey Jude,1970
1,8,Money can't buy me love,Can't Buy Me Love,Hey Jude,1970
1,9,I'll give you all I've got to give,Can't Buy Me Love,Hey Jude,1970
1,10,If you say you love me too,Can't Buy Me Love,Hey Jude,1970
1,11,I may not have a lot to give,Can't Buy Me Love,Hey Jude,1970
1,12,But what I got I'll give to you,Can't Buy Me Love,Hey Jude,1970
1,15,"Can't buy me love, everybody tells me so",Can't Buy Me Love,Hey Jude,1970
1,17,Say you don't need no diamond rings,Can't Buy Me Love,Hey Jude,1970
1,18,And I'll be satisfied,Can't Buy Me Love,Hey Jude,1970
1,19,Tell me that you want the kind of things,Can't Buy Me Love,Hey Jude,1970
1,20,That money just can't buy,Can't Buy Me Love,Hey Jude,1970
1,21,I don't care too much for money,Can't Buy Me Love,Hey Jude,1970
2,1,I should have known better with a girl like you,I Should Have Known Better,Hey Jude,1970
2,2,That I would love everything that you do,I Should Have Known Better,Hey Jude,1970
2,3,"And I do, hey, hey, hey, and I do",I Should Have Known Better,Hey Jude,1970
2,4,"Whoa, oh, I never realized what a kiss could be",I Should Have Known Better,Hey Jude,1970
2,5,This could only happen to me,I Should Have Known Better,Hey Jude,1970
2,6,"Can't you see, can't you see",I Should Have Known Better,Hey Jude,1970
2,7,"That when I tell you that I love you, oh",I Should Have Known Better,Hey Jude,1970
2,8,"You're going to say you love me too, oh",I Should Have Known Better,Hey Jude,1970
2,9,And when I ask you to be mine,I Should Have Known Better,Hey Jude,1970
2,11,So I should have realized a lot of things before,I Should Have Known Better,Hey Jude,1970
2,12,If this is love you've got to give me more,I Should Have Known Better,Hey Jude,1970
2,13,"Give me more, hey hey hey, give me more",I Should Have Known Better,Hey Jude,1970
2,22,"You love me too, you love me too",I Should Have Known Better,Hey Jude,1970
2,23,You love me too,I Should Have Known Better,Hey Jude,1970
3,1,"Paperback writer (writer, writer)",Paperback Writer,Hey Jude,1970
3,2,"Dear Sir or Madam, will you read my book?",Paperback Writer,Hey Jude,1970
3,3,"It took me years to write, will you take a look?",Paperback Writer,Hey Jude,1970
3,4,It's based on a novel by a man named Lear,Paperback Writer,Hey Jude,1970
3,5,"And I need a job, so I want to be a paperback writer",Paperback Writer,Hey Jude,1970
3,7,It's a dirty story of a dirty man,Paperback Writer,Hey Jude,1970
3,8,And his clinging wife doesn't understand,Paperback Writer,Hey Jude,1970
3,9,His son is working for the Daily Mail,Paperback Writer,Hey Jude,1970
3,10,"It's a steady job, but he wants to be a paperback writer",Paperback Writer,Hey Jude,1970
3,13,"It's a thousand pages, give or take a few (Frère)",Paperback Writer,Hey Jude,1970
3,14,I'll be writing more in a week or two (Jacques),Paperback Writer,Hey Jude,1970
3,15,I could make it longer if you like the style (Frère),Paperback Writer,Hey Jude,1970
3,16,I can change it 'round and I want to be a paperback writer (Jacques),Paperback Writer,Hey Jude,1970
3,18,"If you really like it, you can have the rights (Frère)",Paperback Writer,Hey Jude,1970
3,19,It could make a million for you overnight (Jacques),Paperback Writer,Hey Jude,1970
3,20,"If you must return it, you can send it here (Frère)",Paperback Writer,Hey Jude,1970
3,21,"But I need a break, and I want to be a paperback writer (Jacques)",Paperback Writer,Hey Jude,1970
4,1,If the rain comes,Rain,Hey Jude,1970
4,2,They run and hide their heads,Rain,Hey Jude,1970
4,3,They might as well be dead,Rain,Hey Jude,1970
4,6,When the sun shines,Rain,Hey Jude,1970
4,7,They slip into the shade,Rain,Hey Jude,1970
4,8,(When the sun shines down) And sip their lemonade,Rain,Hey Jude,1970
4,11,Rain,Rain,Hey Jude,1970
4,12,I don't mind,Rain,Hey Jude,1970
4,13,Shine,Rain,Hey Jude,1970
4,14,The weather's fine,Rain,Hey Jude,1970
4,15,I can show you,Rain,Hey Jude,1970
4,16,That when it starts to rain,Rain,Hey Jude,1970
4,17,(When the rain comes down) Everything's the same,Rain,Hey Jude,1970
4,24,Can you hear me,Rain,Hey Jude,1970
4,25,That when it rains and shines,Rain,Hey Jude,1970
4,26,(When it rains and shines) It's just a state of mind,Rain,Hey Jude,1970
4,27,(When it rains and shines) Can you hear me,Rain,Hey Jude,1970
5,2,"Lady Madonna, children at your feet",Lady Madonna,Hey Jude,1970
5,3,Wonder how you manage to make ends meet,Lady Madonna,Hey Jude,1970
5,4,Who finds the money when you pay the rent?,Lady Madonna,Hey Jude,1970
5,5,Did you think that money was heaven sent?,Lady Madonna,Hey Jude,1970
5,6,Friday night arrives without a suitcase,Lady Madonna,Hey Jude,1970
5,7,Sunday morning creeping like a nun,Lady Madonna,Hey Jude,1970
5,8,Monday's child has learned to tie his bootlace,Lady Madonna,Hey Jude,1970
5,9,See how they run,Lady Madonna,Hey Jude,1970
5,10,"Lady Madonna, baby at your breast",Lady Madonna,Hey Jude,1970
5,11,Wonders how you manage to feed the rest,Lady Madonna,Hey Jude,1970
5,14,Lady Madonna lying on the bed,Lady Madonna,Hey Jude,1970
5,15,Listen to the music playing in your head,Lady Madonna,Hey Jude,1970
5,16,Tuesday afternoon is never ending,Lady Madonna,Hey Jude,1970
5,17,Wednesday morning papers didn't come,Lady Madonna,Hey Jude,1970
5,18,Thursday night your stockings needed mending,Lady Madonna,Hey Jude,1970
6,2,You say you want a revolution,Revolution,Hey Jude,1970
6,3,"Well, you know",Revolution,Hey Jude,1970
6,4,We all want to change the world,Revolution,Hey Jude,1970
6,5,You tell me that it's evolution,Revolution,Hey Jude,1970
6,8,But when you talk about destruction,Revolution,Hey Jude,1970
6,9,Don't you know that you can count me out,Revolution,Hey Jude,1970
6,10,Don't you know it's gonna be,Revolution,Hey Jude,1970
6,11,Alright,Revolution,Hey Jude,1970
6,14,You say you got a real solution,Revolution,Hey Jude,1970
6,16,We'd all love to see the plan,Revolution,Hey Jude,1970
6,17,You ask me for a contribution,Revolution,Hey Jude,1970
6,19,We're all doing what we can,Revolution,Hey Jude,1970
6,20,But if you want money for people with minds that hate,Revolution,Hey Jude,1970
6,21,"All I can tell you is, brother, you have to wait",Revolution,Hey Jude,1970
6,27,You say you'll change the constitution,Revolution,Hey Jude,1970
6,29,We all want to change your head,Revolution,Hey Jude,1970
6,30,You tell me it's the institution,Revolution,Hey Jude,1970
6,32,You better free your mind instead,Revolution,Hey Jude,1970
6,33,But if you go carrying pictures of Chairman Mao,Revolution,Hey Jude,1970
6,34,You ain't going to make it with anyone anyhow,Revolution,Hey Jude,1970
7,1,"Hey Jude, don't make it bad",Hey Jude,Hey Jude,1970
7,2,Take a sad song and make it better,Hey Jude,Hey Jude,1970
7,3,Remember to let her into your heart,Hey Jude,Hey Jude,1970
7,4,Then you can start to make it better,Hey Jude,Hey Jude,1970
7,5,"Hey Jude, don't be afraid",Hey Jude,Hey Jude,1970
7,6,You were made to go out and get her,Hey Jude,Hey Jude,1970
7,7,The minute you let her under your skin,Hey Jude,Hey Jude,1970
7,8,Then you begin to make it better,Hey Jude,Hey Jude,1970
7,9,"And anytime you feel the pain, hey Jude, refrain",Hey Jude,Hey Jude,1970
7,10,Don't carry the world upon your shoulders,Hey Jude,Hey Jude,1970
7,11,For well you know that it's a fool who plays it cool,Hey Jude,Hey Jude,1970
7,12,By making his world a little colder,Hey Jude,Hey Jude,1970
7,14,"Hey Jude, don't let me down",Hey Jude,Hey Jude,1970
7,15,"You have found her, now go and get her",Hey Jude,Hey Jude,1970
7,16,(Let it out and let it in),Hey Jude,Hey Jude,1970
7,19,"So let it out and let it in, hey Jude, begin",Hey Jude,Hey Jude,1970
7,20,You're waiting for someone to perform with,Hey Jude,Hey Jude,1970
7,21,"And don't you know that it's just you, hey Jude, you'll do",Hey Jude,Hey Jude,1970
7,22,The movement you need is on your shoulder,Hey Jude,Hey Jude,1970
7,26,Remember to let her under your skin,Hey Jude,Hey Jude,1970
7,27,"Then you'll begin to make it (Whoa, fucking hell!)",Hey Jude,Hey Jude,1970
8,1,I want a love that's right,Old Brown Shoe,Hey Jude,1970
8,2,But right is only half of what's wrong,Old Brown Shoe,Hey Jude,1970
8,3,I want a short haired girl,Old Brown Shoe,Hey Jude,1970
8,4,Who sometimes wears it twice as long,Old Brown Shoe,Hey Jude,1970
8,5,Now I'm stepping out this old brown shoe,Old Brown Shoe,Hey Jude,1970
8,6,"Baby, I'm in love with you",Old Brown Shoe,Hey Jude,1970
8,7,I'm so glad you came here,Old Brown Shoe,Hey Jude,1970
8,8,"It won't be the same now, I'm telling you",Old Brown Shoe,Hey Jude,1970
8,9,You know you pick me up,Old Brown Shoe,Hey Jude,1970
8,10,From where some try to drag me down,Old Brown Shoe,Hey Jude,1970
8,11,And when I see your smile,Old Brown Shoe,Hey Jude,1970
8,12,Replacing every thoughtless frown,Old Brown Shoe,Hey Jude,1970
8,13,Got me escaping from this zoo,Old Brown Shoe,Hey Jude,1970
8,14,"Baby, I'm in love with you",Old Brown Shoe,Hey Jude,1970
8,15,I'm so glad you came here,Old Brown Shoe,Hey Jude,1970
8,16,It won't be the same now when I'm with you,Old Brown Shoe,Hey Jude,1970
8,17,If I grow up I'll be a singer,Old Brown Shoe,Hey Jude,1970
8,18,Wearing rings on every finger,Old Brown Shoe,Hey Jude,1970
8,19,Not worrying what they or you say,Old Brown Shoe,Hey Jude,1970
8,20,I'll live and love and maybe someday,Old Brown Shoe,Hey Jude,1970
8,21,"Who knows, baby, you may comfort me, hey",Old Brown Shoe,Hey Jude,1970
8,23,I may appear to be imperfect,Old Brown Shoe,Hey Jude,1970
8,24,My love is something you can't reject,Old Brown Shoe,Hey Jude,1970
8,25,I'm changing faster than the weather,Old Brown Shoe,Hey Jude,1970
8,26,If you and me should get together,Old Brown Shoe,Hey Jude,1970
8,27,"Who knows, baby, you may comfort me",Old Brown Shoe,Hey Jude,1970
8,28,I want that love of yours,Old Brown Shoe,Hey Jude,1970
8,29,To miss that love is something I'd hate,Old Brown Shoe,Hey Jude,1970
8,30,I'll make an early start,Old Brown Shoe,Hey Jude,1970
8,31,"I'm making sure that I'm not late, hey",Old Brown Shoe,Hey Jude,1970
8,32,For your sweet top lip I'm in the queue,Old Brown Shoe,Hey Jude,1970
8,39,You know who loves you,Old Brown Shoe,Hey Jude,1970
9,1,"Don't let me down, don't let me down",Don't Let Me Down,Hey Jude,1970
9,3,Nobody ever loved me like she does,Don't Let Me Down,Hey Jude,1970
9,4,"Oh, she does",Don't Let Me Down,Hey Jude,1970
9,5,"Yeah, she does",Don't Let Me Down,Hey Jude,1970
9,6,And if somebody loved me like she do me,Don't Let Me Down,Hey Jude,1970
9,11,I'm in love for the first time,Don't Let Me Down,Hey Jude,1970
9,12,Don't you know it's gonna last,Don't Let Me Down,Hey Jude,1970
9,13,It's a love that lasts forever,Don't Let Me Down,Hey Jude,1970
9,14,It's a love that has no past (Seeking past),Don't Let Me Down,Hey Jude,1970
9,17,And from the first time that she really done me,Don't Let Me Down,Hey Jude,1970
9,18,"Oh, she done me",Don't Let Me Down,Hey Jude,1970
9,19,She done me good,Don't Let Me Down,Hey Jude,1970
9,20,I guess nobody ever really done me,Don't Let Me Down,Hey Jude,1970
9,27,Can you dig it? Don't let me down,Don't Let Me Down,Hey Jude,1970
10,1,Standing in the dock at Southampton,The Ballad of John and Yoko,Hey Jude,1970
10,2,Trying to get to Holland or France,The Ballad of John and Yoko,Hey Jude,1970
10,3,"The man in the mac said, ""You've got to go back""",The Ballad of John and Yoko,Hey Jude,1970
10,4,You know they didn't even give us a chance,The Ballad of John and Yoko,Hey Jude,1970
10,5,Christ you know it ain't easy,The Ballad of John and Yoko,Hey Jude,1970
10,6,You know how hard it can be,The Ballad of John and Yoko,Hey Jude,1970
10,7,The way things are going,The Ballad of John and Yoko,Hey Jude,1970
10,8,They're gonna crucify me,The Ballad of John and Yoko,Hey Jude,1970
10,9,Finally made the plane into Paris,The Ballad of John and Yoko,Hey Jude,1970
10,10,Honeymooning down by the Seine,The Ballad of John and Yoko,Hey Jude,1970
10,11,Peter Brown called to say,The Ballad of John and Yoko,Hey Jude,1970
10,12,"""You can make it O.KYou can get married in Gibraltar, near Spain""",The Ballad of John and Yoko,Hey Jude,1970
10,17,Drove from Paris to the Amsterdam Hilton,The Ballad of John and Yoko,Hey Jude,1970
10,18,Talking in our beds for a week,The Ballad of John and Yoko,Hey Jude,1970
10,19,"The news people said, ""Say what you doing in bed?""",The Ballad of John and Yoko,Hey Jude,1970
10,20,"I said, ""We're only trying to get us some peace""",The Ballad of John and Yoko,Hey Jude,1970
10,25,Saving up your money for a rainy day,The Ballad of John and Yoko,Hey Jude,1970
10,26,Giving all your clothes to charity,The Ballad of John and Yoko,Hey Jude,1970
10,27,Last night the wife said,The Ballad of John and Yoko,Hey Jude,1970
10,28,"""Poor boy, when you're dead",The Ballad of John and Yoko,Hey Jude,1970
10,29,You don't take nothing with you,The Ballad of John and Yoko,Hey Jude,1970
10,30,"But your soul - think!""",The Ballad of John and Yoko,Hey Jude,1970
10,31,Made a lightning trip to Vienna,The Ballad of John and Yoko,Hey Jude,1970
10,32,Eating chocolate cake in a bag,The Ballad of John and Yoko,Hey Jude,1970
10,33,"The newspaper said, ""She's gone to his head",The Ballad of John and Yoko,Hey Jude,1970
10,34,"They look just like two gurus in drag""",The Ballad of John and Yoko,Hey Jude,1970
10,39,Caught the early plane back to London,The Ballad of John and Yoko,Hey Jude,1970
10,40,Fifty acorns tied in a sack,The Ballad of John and Yoko,Hey Jude,1970
10,41,"The men from the press said, ""We wish you success",The Ballad of John and Yoko,Hey Jude,1970
10,42,"It's good to have the both of you back""",The Ballad of John and Yoko,Hey Jude,1970
1,1,It was twenty years ago today,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,2,When Sgt. Pepper taught the band to play,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,3,They've been going in and out of style,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,4,But they're guaranteed to raise a smile,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,5,So may I introduce to you,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,6,The act you've known for all these years,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,7,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,9,We hope you will enjoy the show,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,11,Sit back and let the evening go,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,14,It's wonderful to be here,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,15,It's certainly a thrill,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,16,You're such a lovely audience,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,17,We'd like to take you home with us,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,18,We'd love to take you home,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,19,I don't really want to stop the show,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,20,But I thought you might like to know,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,21,That the singer's going to sing a song,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,22,And he wants you all to sing along,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,23,So let me introduce to you,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
1,24,The one and only Billy Shears,Sgt. Pepper's Lonely Hearts Club Band,Sgt Pepper,1967
2,2,What would you think if I sang out of tune?,With a Little Help from My Friends,Sgt Pepper,1967
2,3,Would you stand up and walk out on me?,With a Little Help from My Friends,Sgt Pepper,1967
2,4,Lend me your ears and I'll sing you a song,With a Little Help from My Friends,Sgt Pepper,1967
2,5,And I'll try not to sing out of key,With a Little Help from My Friends,Sgt Pepper,1967
2,6,"Oh, I get by with a little help from my friends",With a Little Help from My Friends,Sgt Pepper,1967
2,8,"Mm, gonna try with a little help from my friends",With a Little Help from My Friends,Sgt Pepper,1967
2,9,What do I do when my love is away?,With a Little Help from My Friends,Sgt Pepper,1967
2,10,Does it worry you to be alone?,With a Little Help from My Friends,Sgt Pepper,1967
2,11,How do I feel by the end of the day?,With a Little Help from My Friends,Sgt Pepper,1967
2,12,Are you sad because you're on your own?,With a Little Help from My Friends,Sgt Pepper,1967
2,14,"Mm, get high with a little help from my friends",With a Little Help from My Friends,Sgt Pepper,1967
2,16,Do you need anybody?,With a Little Help from My Friends,Sgt Pepper,1967
2,17,I need somebody to love,With a Little Help from My Friends,Sgt Pepper,1967
2,18,Could it be anybody?,With a Little Help from My Friends,Sgt Pepper,1967
2,19,I want somebody to love,With a Little Help from My Friends,Sgt Pepper,1967
2,20,Would you believe in a love at first sight?,With a Little Help from My Friends,Sgt Pepper,1967
2,21,"Yes, I'm certain that it happens all the time",With a Little Help from My Friends,Sgt Pepper,1967
2,22,What do you see when you turn out the light?,With a Little Help from My Friends,Sgt Pepper,1967
2,23,"I can't tell you, but I know it's mine",With a Little Help from My Friends,Sgt Pepper,1967
3,1,Picture yourself in a boat on a river,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,2,With tangerine trees and marmalade skies,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,3,"Somebody calls you, you answer quite slowly",Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,4,A girl with kaleidoscope eyes,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,5,Cellophane flowers of yellow and green,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,6,Towering over your head,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,7,Look for the girl with the sun in her eyes,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,8,And she's gone,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,9,Lucy in the sky with diamonds,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,13,Follow her down to a bridge by a fountain,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,14,Where rocking horse people eat marshmallow pies,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,15,Everyone smiles as you drift past the flowers,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,16,That grow so incredibly high,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,17,Newspaper taxis appear on the shore,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,18,Waiting to take you away,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,19,Climb in the back with your head in the clouds,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,20,And you're gone,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,25,Picture yourself on a train in a station,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,26,With plasticine porters with looking glass ties,Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,27,"Suddenly, someone is there at the turnstile",Lucy in the Sky with Diamonds,Sgt Pepper,1967
3,28,The girl with kaleidoscope eyes,Lucy in the Sky with Diamonds,Sgt Pepper,1967
4,1,It's getting better all the time,Getting Better,Sgt Pepper,1967
4,2,"I used to get mad at my school (No, I can't complain)",Getting Better,Sgt Pepper,1967
4,3,"The teachers who taught me weren't cool (No, I can't complain)",Getting Better,Sgt Pepper,1967
4,4,"You're holding me down (Ah-ah), turning me 'round (Ah-oh)",Getting Better,Sgt Pepper,1967
4,5,"Filling me up with your rules (Fool, you fool)",Getting Better,Sgt Pepper,1967
4,6,I've got to admit it's getting better (Better),Getting Better,Sgt Pepper,1967
4,7,A little better all the time (It can't get no worse),Getting Better,Sgt Pepper,1967
4,8,I have to admit it's getting better (Better),Getting Better,Sgt Pepper,1967
4,9,It's getting better since you've been mine,Getting Better,Sgt Pepper,1967
4,10,Me used to be angry young man,Getting Better,Sgt Pepper,1967
4,11,Me hiding me head in the sand,Getting Better,Sgt Pepper,1967
4,12,"You gave me the word, I finally heard",Getting Better,Sgt Pepper,1967
4,13,I'm doing the best that I can,Getting Better,Sgt Pepper,1967
4,14,I've got to admit it's getting better (Better),Getting Better,Sgt Pepper,1967
4,15,A little better all the time (It can't get no worse),Getting Better,Sgt Pepper,1967
4,16,I have to admit it's getting better (Better),Getting Better,Sgt Pepper,1967
4,17,It's getting better since you've been mine,Getting Better,Sgt Pepper,1967
4,18,Getting so much better all the time!,Getting Better,Sgt Pepper,1967
4,23,I used to be cruel to my woman,Getting Better,Sgt Pepper,1967
4,24,I beat her and kept her apart from the things that she loved,Getting Better,Sgt Pepper,1967
4,25,"Man, I was mean but I'm changing my scene",Getting Better,Sgt Pepper,1967
4,30,It's getting better since you've been mine,Getting Better,Sgt Pepper,1967
5,1,I'm fixing a hole where the rain gets in,Fixing a Hole,Sgt Pepper,1967
5,2,And stops my mind from wandering,Fixing a Hole,Sgt Pepper,1967
5,3,Where it will go,Fixing a Hole,Sgt Pepper,1967
5,4,I'm filling the cracks that ran through the door,Fixing a Hole,Sgt Pepper,1967
5,7,"And it really doesn't matter if I'm wrong, I'm right",Fixing a Hole,Sgt Pepper,1967
5,8,"Where I belong, I'm right",Fixing a Hole,Sgt Pepper,1967
5,9,Where I belong,Fixing a Hole,Sgt Pepper,1967
5,10,See the people standing there who disagree and never win,Fixing a Hole,Sgt Pepper,1967
5,11,And wonder why they don't get in my door,Fixing a Hole,Sgt Pepper,1967
5,12,I'm painting the room in a colorful way,Fixing a Hole,Sgt Pepper,1967
5,13,And when my mind is wandering,Fixing a Hole,Sgt Pepper,1967
5,14,There I will go,Fixing a Hole,Sgt Pepper,1967
5,21,"Silly people run around, they worry me",Fixing a Hole,Sgt Pepper,1967
5,22,And never ask me why they don't get past my door,Fixing a Hole,Sgt Pepper,1967
5,23,I'm taking the time for a number of things,Fixing a Hole,Sgt Pepper,1967
5,24,That weren't important yesterday,Fixing a Hole,Sgt Pepper,1967
6,1,Wednesday morning at five o'clock as the day begins,She's Leaving Home,Sgt Pepper,1967
6,2,Silently closing her bedroom door,She's Leaving Home,Sgt Pepper,1967
6,3,Leaving the note that she hoped would say more,She's Leaving Home,Sgt Pepper,1967
6,4,She goes down the stairs to the kitchen clutching her handkerchief,She's Leaving Home,Sgt Pepper,1967
6,5,Quietly turning the backdoor key,She's Leaving Home,Sgt Pepper,1967
6,6,"Stepping outside, she is free",She's Leaving Home,Sgt Pepper,1967
6,7,She (We gave her most of our lives),She's Leaving Home,Sgt Pepper,1967
6,8,Is leaving (Sacrificed most of our lives),She's Leaving Home,Sgt Pepper,1967
6,9,Home (We gave her everything money could buy),She's Leaving Home,Sgt Pepper,1967
6,10,She's leaving home after living alone (Bye-bye),She's Leaving Home,Sgt Pepper,1967
6,11,For so many years,She's Leaving Home,Sgt Pepper,1967
6,12,Father snores as his wife gets into her dressing gown,She's Leaving Home,Sgt Pepper,1967
6,13,Picks up the letter that's lying there,She's Leaving Home,Sgt Pepper,1967
6,14,Standing alone at the top of the stairs,She's Leaving Home,Sgt Pepper,1967
6,15,"She breaks down and cries to her husband, Daddy, our baby's gone",She's Leaving Home,Sgt Pepper,1967
6,16,Why would she treat us so thoughtlessly,She's Leaving Home,Sgt Pepper,1967
6,17,How could she do this to me,She's Leaving Home,Sgt Pepper,1967
6,18,She (We never thought of ourselves),She's Leaving Home,Sgt Pepper,1967
6,19,Is leaving (Never a thought for ourselves),She's Leaving Home,Sgt Pepper,1967
6,20,Home (We struggled hard all our lives to get by),She's Leaving Home,Sgt Pepper,1967
6,21,She's leaving home after living alone (Bye-bye),She's Leaving Home,Sgt Pepper,1967
6,23,Friday morning at nine o'clock she is far away,She's Leaving Home,Sgt Pepper,1967
6,24,Waiting to keep the appointment she made,She's Leaving Home,Sgt Pepper,1967
6,25,Meeting a man from the motor trade,She's Leaving Home,Sgt Pepper,1967
6,26,She (What did we do that was wrong),She's Leaving Home,Sgt Pepper,1967
6,27,Is having (We didn't know it was wrong),She's Leaving Home,Sgt Pepper,1967
6,28,Fun (Fun is the one thing that money can't buy),She's Leaving Home,Sgt Pepper,1967
6,29,Something inside that was always denied (Bye-bye),She's Leaving Home,Sgt Pepper,1967
7,1,For the benefit of Mr. Kite,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,2,There will be a show tonight on trampoline,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,3,The Hendersons will all be there,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,4,"Late of Pablo Fanque's Fair, what a scene",Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,5,Over men and horses hoops and garters,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,6,Lastly through a hogshead of real fire!,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,7,In his way Mr. K. will challenge the world!,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,8,The celebrated Mr. KPerforms his feat on Saturday at Bishopsgate,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,9,The Hendersons will dance and sing,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,10,As Mr. Kite flies through the ring don't be late,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,11,Messrs. K. and H. assure the public,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,12,Their production will be second to none,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,13,And of course Henry The Horse dances the waltz!,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,15,The band begins at ten to six,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,16,When Mr. K. performs his tricks without a sound,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,17,And Mr. H. will demonstrate,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,18,Ten somersets he'll undertake on solid ground,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,19,Having been some days in preparation,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,20,A splendid time is guaranteed for all,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
7,21,And tonight Mr. Kite is topping the bill,Being for the Benefit of Mr. Kite!,Sgt Pepper,1967
8,1,We were talking about the space between us all,Within You Without You,Sgt Pepper,1967
8,2,And the people who hide themselves behind a wall of illusion,Within You Without You,Sgt Pepper,1967
8,3,"Never glimpse the truth, then it's far too late when they pass away",Within You Without You,Sgt Pepper,1967
8,4,We were talking about the love we all could share,Within You Without You,Sgt Pepper,1967
8,5,When we find it to try our best to hold it there with our love,Within You Without You,Sgt Pepper,1967
8,6,"With our love, we could save the world, if they only knew",Within You Without You,Sgt Pepper,1967
8,7,Try to realise it's all within yourself,Within You Without You,Sgt Pepper,1967
8,8,No one else can make you change,Within You Without You,Sgt Pepper,1967
8,9,And to see you're really only very small,Within You Without You,Sgt Pepper,1967
8,10,And life flows on within you and without you,Within You Without You,Sgt Pepper,1967
8,12,We were talking about the love that's gone so cold,Within You Without You,Sgt Pepper,1967
